Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
4/8/18,La Liga,Atletico Madrid,Gareth Bale,11,wls WAL,FW,28-266,90,0,1,0,0,5,1,0,0,0,50,0,0,0.6,0.6,0.5,7,1,32,40,80,4,36,5,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32,40,80,538,151,19,21,90.5,5,7,71.4,5,7,71.4,1,0.5,0.2,5,0,7,4,4,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Marco Asensio,20,es ESP,LM,22-077,71,0,0,0,0,5,0,0,0,0,56,0,0,0.2,0.2,0.1,4,1,41,48,85.4,7,42,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41,48,85.4,549,95,25,27,92.6,9,10,90,3,6,50,0,0.1,0.1,1,5,2,0,7,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Isco,22,es ESP,LM,25-352,19,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.1,4,0,33,35,94.3,8,33,3,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,35,94.3,460,139,23,23,100,9,9,100,1,2,50,0,0.1,0.2,1,3,2,0,8,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Toni Kroos,8,de GER,CM,28-094,90,0,0,0,0,2,0,1,0,1,95,1,0,0.1,0.1,0.5,6,0,83,91,91.2,12,64,3,0,0,1,1,1,0,0,0,4,0,4,0,0,0,1,2,0,0,83,91,91.2,1573,435,40,42,95.2,26,27,96.3,16,20,80,0,0.5,0.4,3,18,0,0,12,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Mateo Kovačić,23,hr CRO,CM,23-337,71,0,0,0,0,2,0,0,0,0,70,1,0,0.1,0.1,0,1,0,62,66,93.9,3,60,0,2,2,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,62,66,93.9,1042,217,23,25,92,34,35,97.1,4,4,100,0,0,0,1,9,1,0,3,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Luka Modrić,10,hr CRO,CM,32-211,19,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0.1,4,0,28,29,96.6,6,21,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,29,96.6,424,131,15,15,100,9,10,90,2,2,100,0,0.1,0.1,1,3,1,0,6,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Lucas Vázquez,17,es ESP,RM,26-281,90,0,0,0,0,2,1,1,0,0,99,5,1,0.1,0.1,0.1,8,0,74,82,90.2,6,74,3,7,5,5,3,4,1,0,2,5,40,3,1,0,1,0,5,1,0,74,82,90.2,1023,209,49,52,94.2,15,17,88.2,6,9,66.7,0,0.1,0.1,2,5,2,0,6,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Marcelo,12,br BRA,LB,29-331,90,0,0,0,0,2,0,0,0,3,112,1,3,0.1,0.1,0.1,9,0,79,99,79.8,17,85,5,1,1,1,1,1,0,0,0,1,0,1,3,0,3,3,4,2,0,79,99,79.8,1258,497,46,50,92,25,33,75.8,7,12,58.3,0,0.1,0.2,2,7,7,0,17,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Sergio Ramos,4,es ESP,CB,32-009,90,0,0,0,0,2,1,0,0,2,74,1,0,0.2,0.2,0,1,0,60,64,93.8,4,42,0,0,0,1,1,0,1,0,1,2,50,1,0,0,0,2,3,2,0,60,64,93.8,976,349,33,35,94.3,20,20,100,6,7,85.7,0,0,0,0,10,0,0,4,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Raphaël Varane,5,fr FRA,CB,24-348,90,0,0,0,0,1,1,0,0,4,79,2,2,0.3,0.3,0,1,0,62,67,92.5,3,49,0,0,0,2,1,2,0,0,0,0,,0,2,0,2,4,6,4,0,62,67,92.5,1036,445,30,33,90.9,25,26,96.2,5,6,83.3,0,0,0,0,4,0,0,3,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Dani Carvajal,2,es ESP,RB,26-087,90,0,0,0,0,3,1,0,0,2,116,0,3,0.1,0.1,0.2,6,0,93,105,88.6,5,84,3,2,2,0,0,0,0,0,0,1,0,1,3,2,1,2,2,2,0,93,105,88.6,1438,365,54,55,98.2,26,29,89.7,8,12,66.7,0,0.2,0.2,4,10,2,2,5,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/8/18,La Liga,Atletico Madrid,Keylor Navas,1,cr CRC,GK,31-114,90,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,21,23,91.3,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,23,91.3,572,405,1,1,100,12,12,100,8,10,80,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5b8ac8c7/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2018-La-Liga
4/11/18,Champions League,Juventus,Cristiano Ronaldo,7,pt POR,FW,33-065,90,1,0,1,1,5,2,1,0,0,42,0,1,1.1,0.3,0.5,4,0,19,28,67.9,3,34,6,3,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,19,28,67.9,208,31,15,19,78.9,2,3,66.7,0,1,0,0,0.5,0.1,1,0,3,0,3,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Gareth Bale,11,wls WAL,FW,28-269,45,0,0,0,0,2,1,0,0,0,22,1,0,0.6,0.6,0,4,0,13,19,68.4,2,18,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,13,19,68.4,263,73,6,7,85.7,4,9,44.4,3,3,100,0,0,0,1,0,2,1,2,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Marco Asensio,20,es ESP,LW,22-080,45,0,0,0,0,1,0,0,0,0,40,0,0,0.1,0.1,0,1,0,34,38,89.5,4,31,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,34,38,89.5,561,116,20,21,95.2,10,12,83.3,4,5,80,0,0,0.1,1,2,2,1,4,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Isco,22,es ESP,AM,25-355,90,0,0,0,0,4,2,0,0,0,85,1,0,0.6,0.6,0.1,3,0,70,75,93.3,7,70,6,4,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,70,75,93.3,1092,186,44,44,100,16,18,88.9,8,10,80,0,0.1,0.3,2,4,5,0,7,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Toni Kroos,8,de GER,"DM,LM",28-097,90,0,0,0,0,1,0,0,0,0,110,3,0,0.1,0.1,0.2,6,1,98,108,90.7,15,82,3,0,0,3,2,2,0,1,0,0,,0,0,0,0,0,3,0,0,98,108,90.7,1930,590,41,42,97.6,36,39,92.3,18,22,81.8,0,0.2,0.5,4,20,1,0,15,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Luka Modrić,10,hr CRO,"RM,DM",32-214,74,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0.3,4,0,56,59,94.9,6,55,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,56,59,94.9,1001,345,26,26,100,19,22,86.4,9,9,100,0,0.3,0.1,1,9,1,1,6,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Mateo Kovačić,23,hr CRO,DM,23-340,16,0,0,0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,6,9,66.7,0,6,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,6,9,66.7,90,6,3,3,100,3,4,75,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Casemiro,14,br BRA,DM,26-047,45,0,0,0,0,0,0,0,0,0,26,1,2,0,0,0,1,0,20,21,95.2,1,16,0,1,1,1,1,1,0,0,1,3,33.3,2,2,0,2,0,1,1,0,20,21,95.2,388,31,9,9,100,6,7,85.7,4,4,100,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Lucas Vázquez,17,es ESP,RW,26-284,45,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.1,4,1,21,24,87.5,3,23,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,21,24,87.5,256,48,14,15,93.3,4,5,80,0,0,,0,0.1,0.1,1,0,3,0,3,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Marcelo,12,br BRA,LB,29-334,90,0,0,0,0,1,0,1,0,3,92,2,1,0,0,0,2,0,70,84,83.3,10,71,4,1,1,2,1,1,1,0,1,4,25,3,1,0,1,3,5,1,0,70,84,83.3,927,342,43,48,89.6,21,25,84,2,4,50,0,0,0,1,9,0,0,10,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Jesús Vallejo,3,es ESP,CB,21-096,90,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,39,40,97.5,1,35,2,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0,39,40,97.5,797,377,14,14,100,16,16,100,8,9,88.9,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Raphaël Varane,5,fr FRA,CB,24-351,90,0,0,0,0,3,0,0,0,2,80,1,1,0.2,0.2,0,1,0,55,65,84.6,2,51,0,0,0,1,0,1,0,0,1,3,33.3,2,1,0,1,2,3,7,0,55,65,84.6,1010,289,23,25,92,26,28,92.9,6,12,50,0,0,0,0,3,0,0,2,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Dani Carvajal,2,es ESP,RB,26-090,90,0,0,0,0,0,0,1,0,3,97,2,0,0,0,0.1,3,0,72,86,83.7,8,68,10,4,3,2,1,0,2,0,0,1,0,1,0,0,0,3,5,5,0,72,86,83.7,1284,358,32,35,91.4,24,29,82.8,13,17,76.5,0,0.1,0.2,1,10,2,2,8,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/11/18,Champions League,Juventus,Keylor Navas,1,cr CRC,GK,31-117,90,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,1,0,17,23,73.9,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,17,23,73.9,438,282,1,1,100,12,12,100,4,9,44.4,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ef2140d3/Real-Madrid-Juventus-April-11-2018-Champions-League
4/15/18,La Liga,Malaga,Karim Benzema,9,fr FRA,FW,30-117,90,0,0,0,0,5,0,0,0,0,51,0,0,0.4,0.4,0.8,7,1,36,44,81.8,5,40,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36,44,81.8,457,146,25,28,89.3,7,8,87.5,2,2,100,0,0.8,0.4,2,5,2,0,5,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Marco Asensio,20,es ESP,LW,22-084,65,0,0,0,0,1,0,0,0,0,54,0,1,0.1,0.1,0.1,2,1,38,49,77.6,6,37,6,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,38,49,77.6,629,165,15,17,88.2,22,26,84.6,1,6,16.7,0,0.1,0.1,1,1,3,0,6,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Dani Ceballos,24,es ESP,"LM,RM",21-251,25,0,0,0,0,0,0,0,0,2,24,0,1,0,0,0,1,0,20,21,95.2,2,17,2,2,2,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0,20,21,95.2,324,49,14,15,93.3,4,4,100,2,2,100,0,0,0.1,0,0,1,0,2,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Lucas Vázquez,17,es ESP,"RW,RM",26-288,90,0,0,0,0,1,0,0,0,0,60,1,3,0.5,0.5,0.1,5,0,40,52,76.9,6,37,1,1,1,1,1,0,1,0,0,1,0,1,3,0,3,0,1,0,0,40,52,76.9,607,128,22,29,75.9,17,18,94.4,0,0,,0,0.1,0.3,2,3,5,1,6,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Isco,22,es ESP,"AM,LW",25-359,71,1,1,0,0,3,2,0,0,0,75,0,0,0.2,0.2,1,6,2,57,67,85.1,18,62,7,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,57,67,85.1,1110,401,23,25,92,23,28,82.1,11,12,91.7,1,1,0.9,3,11,5,0,18,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Borja Mayoral,21,es ESP,"FW,LW",21-010,19,0,0,0,0,1,1,0,0,0,13,2,0,0.1,0.1,0,0,0,10,10,100,1,10,0,0,0,2,1,0,2,0,1,1,100,0,0,0,0,0,2,0,0,10,10,100,104,25,8,8,100,2,2,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Casemiro,14,br BRA,"DM,CM",26-051,90,1,0,0,0,2,1,0,0,3,82,1,1,0.6,0.6,0.1,2,0,64,71,90.1,6,46,1,0,0,1,1,0,1,0,0,2,0,2,1,0,1,3,4,2,1,64,71,90.1,1418,258,21,25,84,32,33,97,10,12,83.3,0,0.1,0.3,1,4,0,0,6,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Mateo Kovačić,23,hr CRO,"DM,CM,LM",23-344,90,0,0,0,0,2,1,0,0,0,95,4,0,0.1,0.1,0,2,0,76,83,91.6,6,71,2,1,1,4,3,3,1,0,1,3,33.3,2,0,0,0,0,4,0,0,76,83,91.6,1391,300,28,31,90.3,35,35,100,11,12,91.7,0,0,0.1,0,1,1,0,6,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Theo Hernández,15,fr FRA,LB,20-191,90,0,0,0,0,0,0,0,0,2,73,1,1,0,0,0,0,0,55,60,91.7,5,48,6,6,3,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,2,0,55,60,91.7,735,235,38,40,95,15,16,93.8,1,3,33.3,0,0,0,0,5,2,2,5,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Sergio Ramos,4,es ESP,CB,32-016,90,0,0,0,0,1,1,0,0,3,92,0,2,0.7,0.7,0,0,0,77,80,96.3,7,60,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,3,3,6,0,77,80,96.3,1678,709,19,19,100,39,39,100,18,20,90,0,0,0,0,4,0,0,7,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Jesús Vallejo,3,es ESP,CB,21-100,90,0,0,0,0,0,0,0,0,2,63,1,2,0,0,0,0,0,51,57,89.5,3,36,0,0,0,1,1,0,1,0,0,0,,0,2,1,1,2,3,0,1,51,57,89.5,978,334,18,18,100,28,31,90.3,5,8,62.5,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Dani Carvajal,2,es ESP,RB,26-094,90,0,0,0,0,0,0,0,0,0,88,2,1,0,0,0.1,1,0,70,83,84.3,5,51,4,1,1,2,1,0,1,1,0,3,0,3,1,0,1,0,2,3,0,70,83,84.3,1236,294,32,39,82.1,29,35,82.9,8,8,100,0,0.1,0.2,1,4,0,0,5,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/15/18,La Liga,Malaga,Keylor Navas,1,cr CRC,GK,31-121,90,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,22,28,78.6,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,28,78.6,592,372,0,0,,16,17,94.1,6,11,54.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/01324f78/Malaga-Real-Madrid-April-15-2018-La-Liga
4/18/18,La Liga,Athletic Club,Cristiano Ronaldo,7,pt POR,FW,33-072,90,1,0,0,0,7,3,0,0,0,41,0,1,0.5,0.5,0.2,6,0,19,26,73.1,5,39,6,3,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,19,26,73.1,274,84,13,15,86.7,4,7,57.1,2,3,66.7,0,0.2,0,3,3,0,0,5,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Karim Benzema,9,fr FRA,FW,30-120,68,0,0,0,0,2,0,0,0,1,29,0,1,0.1,0.1,0,1,0,21,25,84,2,26,1,1,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,21,25,84,293,53,13,16,81.3,6,6,100,1,1,100,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Gareth Bale,11,wls WAL,FW,28-276,22,0,0,0,0,2,0,0,0,0,9,0,0,0.1,0.1,0,0,0,4,7,57.1,0,7,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,7,57.1,69,12,3,5,60,0,0,,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Marco Asensio,20,es ESP,LM,22-087,68,0,0,0,0,3,2,0,0,0,55,2,0,0.2,0.2,0.3,12,0,42,50,84,9,45,8,5,5,2,2,0,1,1,1,1,100,0,0,0,0,0,2,0,0,42,50,84,723,203,21,21,100,13,14,92.9,6,10,60,0,0.3,0.2,6,9,2,0,9,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Isco,22,es ESP,LM,25-362,22,0,0,0,0,1,0,0,0,2,27,0,0,0.1,0.1,0,3,0,15,22,68.2,4,21,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,15,22,68.2,246,65,10,12,83.3,3,5,60,2,3,66.7,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Luka Modrić,10,hr CRO,CM,32-221,90,0,1,0,0,3,0,0,0,1,67,1,1,0.1,0.1,0.1,2,1,54,59,91.5,14,56,6,4,4,1,1,1,0,0,0,3,0,3,1,0,1,1,2,0,0,54,59,91.5,1141,248,17,18,94.4,26,27,96.3,10,10,100,1,0.1,0.1,1,14,2,0,14,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Toni Kroos,8,de GER,CM,28-104,90,0,0,0,0,1,0,0,0,1,81,1,0,0,0,0.3,4,0,72,79,91.1,10,61,4,2,2,1,1,0,1,0,1,2,50,1,0,0,0,1,2,0,0,72,79,91.1,1543,467,27,27,100,28,31,90.3,17,21,81,0,0.3,0.3,4,5,2,0,10,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Lucas Vázquez,17,es ESP,RM,26-291,90,0,0,0,0,3,2,1,0,0,70,4,2,0.2,0.2,0.2,11,0,38,58,65.5,6,61,11,4,3,4,3,0,4,0,2,3,66.7,1,2,0,2,0,4,0,0,38,58,65.5,634,116,23,29,79.3,11,17,64.7,3,8,37.5,0,0.2,0.1,4,2,3,0,6,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Marcelo,12,br BRA,LB,29-341,90,0,0,0,0,2,1,0,0,3,90,0,0,0,0,0.3,8,0,65,84,77.4,12,68,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,0,65,84,77.4,1178,433,36,37,97.3,18,24,75,11,18,61.1,0,0.3,0.4,4,9,4,3,12,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Sergio Ramos,4,es ESP,CB,32-019,90,0,0,0,0,2,1,0,0,4,78,1,0,0.2,0.2,0,1,0,58,67,86.6,7,54,1,2,1,1,1,0,1,0,1,1,100,0,0,0,0,4,5,2,0,58,67,86.6,1173,423,22,23,95.7,29,31,93.5,7,12,58.3,0,0,0,0,5,0,0,7,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Raphaël Varane,5,fr FRA,CB,24-358,90,0,0,0,0,1,1,0,0,0,83,3,1,0.1,0.1,0,2,0,64,72,88.9,4,55,0,0,0,3,3,3,0,0,2,2,100,0,1,0,1,0,3,5,0,64,72,88.9,1381,338,14,17,82.4,38,40,95,11,14,78.6,0,0,0,0,4,0,0,4,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Dani Carvajal,2,es ESP,RB,26-097,90,0,0,0,0,2,0,1,0,0,93,2,3,0,0,0.2,6,0,72,83,86.7,6,62,5,2,1,2,1,2,0,0,2,5,40,3,3,2,1,0,2,1,0,72,83,86.7,1262,428,36,44,81.8,26,29,89.7,8,8,100,0,0.2,0.2,3,9,4,2,6,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/18/18,La Liga,Athletic Club,Keylor Navas,1,cr CRC,GK,31-124,90,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,24,32,75,0,23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,24,32,75,620,447,4,4,100,13,13,100,7,15,46.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga
4/25/18,Champions League,Bayern Munich,Cristiano Ronaldo,7,pt POR,FW,33-079,90,0,0,0,0,2,0,0,0,0,27,1,0,0.1,0.1,0,0,0,16,19,84.2,1,14,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,3,0,16,19,84.2,165,39,14,15,93.3,2,3,66.7,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Isco,22,es ESP,LM,26-004,45,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0,0,0,14,17,82.4,2,19,1,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,14,17,82.4,189,42,10,10,100,3,3,100,1,3,33.3,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Marco Asensio,20,es ESP,LM,22-094,45,1,0,0,0,1,1,0,0,0,19,0,0,0.4,0.4,0,3,1,10,14,71.4,1,17,3,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,14,71.4,116,25,7,7,100,2,5,40,0,0,,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Toni Kroos,8,de GER,CM,28-111,90,0,0,0,0,0,0,0,0,1,53,0,2,0,0,0,1,0,41,51,80.4,1,40,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,0,41,51,80.4,751,175,21,22,95.5,12,15,80,6,9,66.7,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Luka Modrić,10,hr CRO,"CM,RM",32-228,90,0,0,0,0,0,0,0,0,1,49,2,1,0,0,0,0,0,35,41,85.4,7,30,1,3,3,2,0,1,1,0,1,4,25,3,1,0,1,1,3,1,0,35,41,85.4,593,234,22,23,95.7,4,5,80,8,9,88.9,0,0,0,0,3,1,0,7,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
4/25/18,Champions League,Bayern Munich,Lucas Vázquez,17,es ESP,"RM,RB",26-298,90,0,1,0,0,0,0,0,0,1,51,5,2,0,0,0.5,2,1,29,38,76.3,2,31,1,1,1,5,2,3,2,0,3,4,75,1,2,0,2,1,6,2,0,29,38,76.3,384,150,20,25,80,8,9,88.9,1,2,50,1,0.5,0.2,2,1,3,1,2,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League
