Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
9/13/17,Champions League,Apoel Fc,Marcelo,12,br BRA,LB,29-124,90,0,0,0,0,1,0,0,0,1,107,3,1,0.1,0.1,0,3,1,76,100,76,13,71,6,0,0,3,2,0,1,2,2,2,100,0,1,0,1,1,4,0,0,76,100,76,1268,468,35,40,87.5,23,31,74.2,10,15,66.7,0,0,0.1,1,4,2,2,13,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League
9/13/17,Champions League,Apoel Fc,Sergio Ramos,4,es ESP,CB,31-167,90,1,0,0,0,2,1,0,0,4,94,1,1,0.3,0.3,0,2,1,75,80,93.8,6,50,3,0,0,1,1,1,0,0,0,0,,0,1,0,1,4,5,3,0,75,80,93.8,1555,709,25,27,92.6,39,40,97.5,11,12,91.7,0,0,0,0,15,0,0,6,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League
9/13/17,Champions League,Apoel Fc,Nacho,6,es ESP,CB,27-238,90,0,0,0,0,0,0,0,0,4,63,4,2,0,0,0,0,0,50,53,94.3,2,28,0,1,1,4,3,3,1,0,1,2,50,1,2,1,1,4,8,1,0,50,53,94.3,1122,257,14,14,100,23,24,95.8,12,13,92.3,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League
9/13/17,Champions League,Apoel Fc,Dani Carvajal,2,es ESP,RB,25-245,90,0,0,0,0,0,0,1,0,3,99,0,0,0,0,0.8,7,0,80,92,87,4,58,5,1,1,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0,80,92,87,1217,257,45,47,95.7,23,26,88.5,8,9,88.9,0,0.8,0.5,5,4,4,3,4,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League
9/13/17,Champions League,Apoel Fc,Keylor Navas,1,cr CRC,GK,30-272,90,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,15,100,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,15,15,100,387,295,2,2,100,7,7,100,6,6,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League
9/17/17,La Liga,Real Sociedad,Borja Mayoral,21,es ESP,FW,20-165,74,1,0,0,0,3,2,0,0,0,31,1,0,0.9,0.9,0,4,1,18,23,78.3,1,21,2,2,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,23,78.3,201,22,15,16,93.8,3,4,75,0,2,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Lucas Vázquez,17,es ESP,RW,26-078,16,0,0,0,0,1,1,0,0,0,9,0,0,0.5,0.5,0,0,0,7,8,87.5,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,8,87.5,58,23,7,8,87.5,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Marco Asensio,20,es ESP,LW,21-239,85,0,0,0,0,6,1,1,0,1,60,1,0,0.6,0.6,0.2,4,0,40,51,78.4,2,47,6,3,2,1,0,0,1,0,1,1,100,0,0,0,0,1,2,0,0,40,51,78.4,627,164,27,31,87.1,6,8,75,6,8,75,0,0.2,0.2,3,1,1,1,2,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Dani Ceballos,24,es ESP,LW,21-041,5,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,6,6,100,0,5,0,0,0,1,1,0,1,0,1,1,100,0,1,0,1,0,1,0,0,6,6,100,64,25,6,6,100,0,0,,0,0,,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Gareth Bale,11,wls WAL,"RW,FW",28-063,90,1,0,0,0,2,1,0,0,2,39,1,1,0.4,0.4,0.1,1,0,20,28,71.4,2,26,1,2,1,1,1,1,0,0,0,0,,0,1,0,1,2,3,3,0,20,28,71.4,329,57,11,14,78.6,6,7,85.7,3,4,75,0,0.1,0.2,1,0,1,0,2,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Isco,22,es ESP,LM,25-149,90,0,1,0,0,3,0,0,0,2,72,0,1,0.2,0.2,0.9,6,1,48,61,78.7,9,62,4,2,2,0,0,0,0,0,0,2,0,2,1,0,1,2,2,0,0,48,61,78.7,745,299,31,36,86.1,15,16,93.8,2,6,33.3,1,0.9,0.2,3,7,2,0,9,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Casemiro,14,br BRA,CM,25-206,90,0,0,0,0,1,1,1,0,2,46,4,1,0.1,0.1,0,3,1,30,37,81.1,2,27,1,0,0,4,1,1,3,0,1,1,100,0,1,0,1,2,6,0,0,30,37,81.1,604,194,9,11,81.8,15,17,88.2,5,6,83.3,0,0,0.1,1,6,1,1,2,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Luka Modrić,10,hr CRO,RM,32-008,90,0,0,0,0,1,0,0,0,1,66,2,1,0,0,0,1,0,51,61,83.6,11,53,2,0,0,2,1,1,1,0,0,0,,0,1,0,1,1,3,0,0,51,61,83.6,953,322,28,31,90.3,13,14,92.9,9,12,75,0,0,0,0,10,1,0,11,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Theo Hernández,15,fr FRA,LB,19-346,89,0,0,0,0,0,0,0,0,3,58,3,1,0,0,0.5,4,0,35,43,81.4,0,35,4,2,1,3,3,2,1,0,1,1,100,0,1,0,1,3,6,4,0,35,43,81.4,507,138,20,22,90.9,13,15,86.7,2,4,50,0,0.5,0.2,2,0,1,1,0,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Nacho,6,es ESP,LB,27-242,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,100,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,32,8,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Sergio Ramos,4,es ESP,CB,31-171,90,0,1,0,0,1,0,0,0,0,73,1,0,0.1,0.1,0.5,3,0,56,62,90.3,8,46,1,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,8,0,56,62,90.3,1148,503,24,26,92.3,20,20,100,12,15,80,1,0.5,0,2,5,1,0,8,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Raphaël Varane,5,fr FRA,CB,24-145,90,0,0,0,0,0,0,0,0,2,39,2,0,0,0,0,2,1,26,30,86.7,1,21,0,0,0,2,2,2,0,0,0,0,,0,0,0,0,2,4,6,0,26,30,86.7,520,212,10,11,90.9,13,13,100,3,6,50,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Dani Carvajal,2,es ESP,RB,25-249,90,0,0,0,0,0,0,0,0,3,74,4,1,0,0,0.1,4,0,53,64,82.8,5,39,6,2,2,4,2,2,2,0,1,2,50,1,1,0,1,3,7,1,0,53,64,82.8,815,267,32,36,88.9,18,20,90,3,6,50,0,0.1,0.2,2,4,1,0,5,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/17/17,La Liga,Real Sociedad,Keylor Navas,1,cr CRC,GK,30-276,90,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,15,23,65.2,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,15,23,65.2,543,376,0,0,,6,6,100,9,17,52.9,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/bb6c8d3f/Real-Sociedad-Real-Madrid-September-17-2017-La-Liga
9/20/17,La Liga,Real Betis,Cristiano Ronaldo,7,pt POR,FW,32-227,90,0,0,0,0,12,1,0,0,0,44,0,0,1.4,1.4,0.4,2,0,22,29,75.9,4,29,7,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,29,75.9,365,80,10,13,76.9,12,14,85.7,0,0,,0,0.4,0.3,1,4,0,0,4,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Gareth Bale,11,wls WAL,FW,28-066,90,0,0,0,0,2,1,0,0,0,52,2,1,0.1,0.1,1.2,6,0,31,45,68.9,5,31,2,0,0,2,2,1,1,0,1,1,100,0,1,0,1,0,2,1,0,31,45,68.9,477,146,18,21,85.7,9,14,64.3,2,3,66.7,0,1.2,0.7,6,1,4,1,5,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Isco,22,es ESP,AM,25-152,66,0,0,0,0,2,1,0,0,0,61,3,1,0.1,0.1,0.1,9,0,44,52,84.6,9,43,5,1,0,3,1,1,1,1,1,2,50,1,1,0,1,0,3,0,0,44,52,84.6,815,224,24,26,92.3,14,16,87.5,6,8,75,0,0.1,0.1,3,4,1,1,9,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Marco Asensio,20,es ESP,AM,21-242,24,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0.1,2,0,10,13,76.9,3,9,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,13,76.9,152,44,6,7,85.7,3,4,75,1,1,100,0,0.1,0.1,1,3,0,0,3,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Toni Kroos,8,de GER,LM,27-259,90,0,0,0,0,2,1,0,0,1,105,2,1,0.1,0.1,0.2,7,0,82,95,86.3,13,57,5,3,1,2,0,0,1,1,0,2,0,2,1,0,1,1,3,0,0,82,95,86.3,1583,496,32,33,97,38,43,88.4,12,19,63.2,0,0.2,0.3,3,13,1,1,13,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Casemiro,14,br BRA,CM,25-209,90,0,0,0,0,1,0,0,0,4,72,3,1,0.3,0.3,0.1,4,0,54,64,84.4,2,36,0,0,0,3,2,3,0,0,1,5,20,4,1,0,1,4,7,0,0,54,64,84.4,994,257,24,29,82.8,23,24,95.8,7,7,100,0,0.1,0,2,6,0,0,2,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Luka Modrić,10,hr CRO,RM,32-011,71,0,0,0,0,2,0,0,0,0,57,0,0,0.4,0.4,0.1,5,0,50,54,92.6,12,46,7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,50,54,92.6,978,401,18,20,90,20,21,95.2,8,9,88.9,0,0.1,0.4,2,10,5,0,12,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Borja Mayoral,21,es ESP,RM,20-168,19,0,0,0,0,2,2,0,0,0,10,1,1,0.6,0.6,0,0,0,4,5,80,2,5,0,1,0,1,0,0,1,0,0,2,0,2,1,0,1,0,1,0,0,4,5,80,84,32,2,3,66.7,1,1,100,1,1,100,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Marcelo,12,br BRA,LB,29-131,71,0,0,0,0,1,0,0,0,1,54,1,0,0,0,0.1,6,0,42,47,89.4,9,28,2,2,0,1,1,0,1,0,0,1,0,1,0,0,0,1,2,0,0,42,47,89.4,746,357,25,26,96.2,8,9,88.9,8,9,88.9,0,0.1,0.2,1,8,2,2,9,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Lucas Vázquez,17,es ESP,LB,26-081,19,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0.1,4,0,12,17,70.6,3,15,3,2,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,12,17,70.6,215,69,6,6,100,3,5,60,3,5,60,0,0.1,0.2,1,1,3,2,3,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Sergio Ramos,4,es ESP,CB,31-174,90,0,0,0,0,1,0,0,0,3,76,1,0,0.1,0.1,0,1,0,63,72,87.5,10,43,1,1,1,1,1,1,0,0,1,1,100,0,0,0,0,3,4,0,0,63,72,87.5,1156,534,32,33,97,23,29,79.3,8,10,80,0,0,0.1,1,7,2,1,10,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Raphaël Varane,5,fr FRA,CB,24-148,90,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,37,41,90.2,4,24,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,37,41,90.2,683,323,18,20,90,15,16,93.8,4,5,80,0,0,0,0,6,0,0,4,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Dani Carvajal,2,es ESP,RB,25-252,90,0,0,0,0,1,0,0,0,1,83,0,3,0.4,0.4,0.6,7,0,53,71,74.6,6,43,1,0,0,0,0,0,0,0,0,0,,0,3,3,0,1,1,0,1,53,71,74.6,942,271,26,28,92.9,19,26,73.1,6,12,50,0,0.6,0.4,3,3,4,3,6,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/20/17,La Liga,Real Betis,Keylor Navas,1,cr CRC,GK,30-279,90,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,19,23,82.6,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,23,82.6,548,433,3,3,100,9,9,100,7,11,63.6,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga
9/23/17,La Liga,Alaves,Cristiano Ronaldo,7,pt POR,FW,32-230,90,0,0,0,0,6,1,0,0,0,37,0,0,0.3,0.3,0.1,4,0,22,27,81.5,6,24,2,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,27,81.5,294,101,12,14,85.7,6,7,85.7,1,2,50,0,0.1,0.1,1,0,0,0,6,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Marco Asensio,20,es ESP,LW,21-245,90,0,1,0,0,3,0,0,0,0,77,1,0,0.1,0.1,0.5,4,1,59,69,85.5,11,57,4,1,0,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0,59,69,85.5,880,249,33,34,97.1,22,26,84.6,1,6,16.7,1,0.5,0.2,3,5,2,0,11,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Lucas Vázquez,17,es ESP,RW,26-084,90,0,0,0,0,3,1,0,0,1,56,1,0,0.4,0.4,0.5,2,0,32,41,78,1,36,3,8,3,1,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,32,41,78,421,60,22,23,95.7,7,11,63.6,2,4,50,0,0.5,0.4,1,1,2,1,1,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Isco,22,es ESP,LM,25-155,89,0,0,0,0,4,1,0,0,0,84,0,0,0.8,0.8,0.3,8,0,62,77,80.5,10,70,7,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,62,77,80.5,1278,322,24,29,82.8,26,29,89.7,12,18,66.7,0,0.3,0.2,4,6,5,2,10,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Borja Mayoral,21,es ESP,"LM,LW",20-171,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,100,0,2,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,14,9,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Casemiro,14,br BRA,CM,25-212,90,0,0,0,0,0,0,0,0,0,66,3,2,0,0,0.1,6,1,52,58,89.7,8,39,3,1,1,3,2,0,3,0,1,1,100,0,2,1,1,0,3,4,0,52,58,89.7,1059,325,23,23,100,19,22,86.4,10,13,76.9,0,0.1,0.1,2,13,0,0,8,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Dani Ceballos,24,es ESP,RM,21-047,71,2,0,0,0,3,3,0,0,2,66,3,0,0.2,0.2,0,4,2,47,53,88.7,6,45,2,4,2,3,3,0,1,2,1,2,50,1,0,0,0,2,5,0,0,47,53,88.7,791,132,24,27,88.9,16,16,100,6,8,75,0,0,0,1,2,0,0,6,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Marcos Llorente,18,es ESP,RM,22-236,19,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,2,0,11,11,100,1,7,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,11,11,100,218,26,6,6,100,3,3,100,2,2,100,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Nacho,6,es ESP,LB,27-248,90,0,0,0,0,1,1,1,0,0,59,1,0,0.1,0.1,0,3,0,48,52,92.3,7,41,6,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,48,52,92.3,676,200,32,34,94.1,11,11,100,4,6,66.7,0,0,0,0,3,1,0,7,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Sergio Ramos,4,es ESP,CB,31-177,90,0,0,0,0,1,0,0,0,1,83,1,1,0.4,0.4,0,1,0,64,74,86.5,7,49,1,0,0,1,0,1,0,0,0,0,,0,1,0,1,1,2,5,0,64,74,86.5,1326,602,22,24,91.7,31,35,88.6,10,14,71.4,0,0,0,1,5,0,0,7,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Raphaël Varane,5,fr FRA,CB,24-151,90,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0.3,1,0,51,59,86.4,1,44,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,1,51,59,86.4,1064,293,19,21,90.5,23,25,92,9,13,69.2,0,0.3,0,1,4,0,0,1,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Dani Carvajal,2,es ESP,RB,25-255,90,0,0,0,0,0,0,1,0,2,85,2,0,0,0,0,2,0,65,79,82.3,8,40,2,1,0,2,1,0,2,0,0,3,0,3,0,0,0,2,4,1,0,65,79,82.3,1032,228,35,40,87.5,24,28,85.7,4,8,50,0,0,0,0,3,0,0,8,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/23/17,La Liga,Alaves,Keylor Navas,1,cr CRC,GK,30-282,90,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,14,19,73.7,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,19,73.7,482,363,0,0,,4,4,100,10,15,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga
9/26/17,Champions League,Dortmund,Gareth Bale,11,wls WAL,FW,28-072,84,1,1,0,0,2,2,1,0,0,40,0,0,0.4,0.4,0.8,3,1,25,31,80.6,4,26,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,25,31,80.6,406,115,14,16,87.5,9,12,75,2,2,100,1,0.8,0.3,2,3,2,1,4,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Lucas Vázquez,17,es ESP,"FW,RM",26-087,6,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0.3,0,0,6,6,100,1,2,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,6,100,63,18,6,6,100,0,0,,0,0,,0,0.3,0,1,0,0,0,1,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Cristiano Ronaldo,7,pt POR,FW,32-233,90,2,0,0,0,5,2,0,0,0,42,0,0,0.9,0.9,0,1,0,29,37,78.4,1,29,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,37,78.4,359,45,21,23,91.3,7,12,58.3,1,2,50,0,0,0.1,0,2,0,0,1,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Isco,22,es ESP,AM,25-158,75,0,0,0,0,3,1,0,0,0,66,2,1,0.4,0.4,0,1,0,50,59,84.7,10,53,6,1,1,2,1,0,1,1,0,1,0,1,1,1,0,0,2,1,0,50,59,84.7,841,291,27,30,90,14,19,73.7,7,7,100,0,0,0.3,1,5,1,1,10,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Marco Asensio,20,es ESP,"AM,LM",21-248,15,0,0,0,0,1,1,0,0,0,7,0,0,0.3,0.3,0,1,0,4,4,100,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,4,100,60,15,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Toni Kroos,8,de GER,LM,27-265,90,0,0,0,0,0,0,0,0,1,86,2,0,0,0,0.5,7,1,70,79,88.6,9,52,1,0,0,2,2,0,2,0,1,2,50,1,0,0,0,1,3,0,0,70,79,88.6,1282,393,30,32,93.8,28,31,90.3,10,13,76.9,0,0.5,0.3,4,7,0,0,9,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Luka Modrić,10,hr CRO,RM,32-017,89,0,1,0,0,1,1,1,0,2,62,0,3,0.3,0.3,0.5,3,1,45,53,84.9,5,49,2,1,1,0,0,0,0,0,0,1,0,1,3,0,3,2,2,0,0,45,53,84.9,796,246,23,25,92,18,20,90,4,7,57.1,1,0.5,0.1,2,4,1,0,5,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Dani Ceballos,24,es ESP,"FW,RM",21-050,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,66.7,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,66.7,30,29,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Casemiro,14,br BRA,DM,25-215,90,0,0,0,0,0,0,0,0,0,81,6,7,0,0,0.4,3,1,56,61,91.8,3,41,1,0,0,6,2,4,2,0,1,1,100,0,7,4,3,0,6,4,0,56,61,91.8,1094,322,18,18,100,29,29,100,8,10,80,0,0.4,0,1,8,0,0,3,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Nacho,6,es ESP,LB,27-251,90,0,0,0,0,1,1,0,0,1,66,6,0,0.1,0.1,0,2,0,44,50,88,1,33,2,2,2,6,6,3,2,1,2,4,50,2,0,0,0,1,7,5,0,44,50,88,548,295,30,32,93.8,14,17,82.4,0,0,,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Sergio Ramos,4,es ESP,CB,31-180,90,0,0,0,0,2,1,0,0,1,72,1,2,0.4,0.4,0.3,1,0,51,58,87.9,4,38,1,0,0,1,0,1,0,0,0,1,0,1,2,2,0,1,2,8,0,51,58,87.9,1050,557,24,24,100,15,16,93.8,11,16,68.8,0,0.3,0,1,4,2,0,4,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Raphaël Varane,5,fr FRA,CB,24-154,90,0,0,0,0,0,0,0,0,1,41,1,3,0,0,0.1,3,1,29,31,93.5,3,19,0,2,2,1,1,0,1,0,1,2,50,1,3,2,1,1,2,5,0,29,31,93.5,543,263,12,12,100,13,14,92.9,4,5,80,0,0.1,0,1,2,0,0,3,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
9/26/17,Champions League,Dortmund,Dani Carvajal,2,es ESP,RB,25-258,90,0,1,0,0,1,1,1,0,0,77,3,1,0.4,0.4,0.3,4,1,51,64,79.7,5,47,7,2,2,3,3,3,0,0,1,1,100,0,1,0,1,0,3,1,0,51,64,79.7,677,203,32,37,86.5,16,21,76.2,1,3,33.3,1,0.3,0.1,2,7,1,0,5,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League
